[0, "we break dance not hearts by Short Stack is my ringtone.... i LOVE that !!!.....\n"]
[1080, "Got Escala's new album now.  T'is very good\n"]
[1081, "Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow\n"]
[1082, "got sunburnt today. another day in paradise! been for 2 swims in the ship's pool!\n"]
[1083, "got to work at 7:00am! ughhhh longgg day ahead of me!\n"]
[1084, "gotta love her. glad she had fun. looking forward to the beach w/ her!\n"]
[1085, "\" Graveyard charged my card twice (one correct total\n"]
[1086, "great  just fucking great\n"]
[1087, "- Great day people-watching in Berkeley with my bro  I love him.\n"]
[1088, "Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR\n"]
[1089, "great my dad locked himself out of his car n its on... N we are 5 hours from home\n"]
[1090, "great nite\n"]
[1091, "\" Great tights\n"]
[1092, "\" great\n"]
[1093, "Great.  ? http://blip.fm/~7df6m\n"]
[1094, "Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness\n"]
[1095, "- grr you've changed. i don't like it. you haven't called me momo in a week\n"]
[1096, "\" grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico\n"]
[1097, "gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!\n"]
[1098, "guess it's gonna be a lonely night for me.. Someone save me please!\n"]
[1099, "guess who im missing\n"]
[1100, "gutted i hope it comes soon !\n"]
[1101, "guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.\n"]
[1102, "h dont know who to go to teh movies with Sir. Lolz alot ^o^\n"]
[1103, "\" had a good night\n"]
[1104, "had a Really good night!!! Stoked for things to come!!!\n"]
[1105, "had an ok day. it went by fast.\n"]
[1106, "Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.\n"]
[1107, "had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry\n"]
[1108, "had to cancel a great day I had ahead of me today.....\n"]
[1109, "had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK\n"]
[1110, "hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud.\n"]
[1111, "haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)\n"]
[1112, "6........tomorrow's  a new day...\n"]
[1113, "63/100 for my MSC120 Assignment that was incomplete!!!! Relief\n"]
[1114, "a baby fell flat on his face and started bawling because of me  forgot that he is wobbley!\n"]
[1115, "\" A doctor who performed late-term abortions in the US\n"]
[1116, "\" a kid at my school got an internship at a photography studio... im going to sleep\n"]
[1117, "About to leave Newcastle ):\n"]
[1118, "actually I might be crazy 'cause I love my job.\n"]
[1119, "\" actually quite happy toady. apart from the agony all over my body\n"]
[1120, "ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!\n"]
[1121, "ah I can't stop crying I hate seein my dog having attacks\n"]
[1122, "ah well im sure we'll be fine\n"]
[1123, "ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out\n"]
[1124, "ahhh this sucks\n"]
[1125, "ahhhhh this is the worst thing to ever happen to me\n"]
[1126, "ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!\n"]
[1127, "alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!\n"]
[1128, "\" All I want to do is watch an awesome new (to me) show\n"]
[1129, "all my bestfriends are leaving!\n"]
[1130, "all my friends seem to be with kittens or eating ice cream. this monday is for the birds.\n"]
[1131, "all my texts were deleted by landi :/ i miss certain ones a lotttt\n"]
[1132, "all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.\n"]
[1133, "all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner.\n"]
[1134, "all the firends i make in the airport has to leave before i do...\n"]
[1135, "all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..\n"]
[1136, "alllways raining in aberdeen here i come sunnnnshine\n"]
[1137, "\" alright back onto being bored. going to bed any time soon\n"]
[1138, "am I a loner?\n"]
[1139, "Am racit...\n"]
[1140, "Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...\n"]
[1141, "amy hit me cos i call her drink lady\n"]
[1142, "and a shocker for those who left sytycd tonight. One run cut too short.\n"]
[1143, "and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5\n"]
[1144, "and I dunno why but with you I'd dance in a storm in my best dress.\n"]
[1145, "AND maths exam tomorrow; just to make life even bettter....\n"]
[1146, "and our second flight is canceled.\n"]
[1147, "- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon!\n"]
[1148, "- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[\n"]
[1149, "\" 2pm\n"]
[1150, "3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.\n"]
[1151, "30stm playin at london tommorow &amp; only london in england\n"]
[1152, "4's reallyy??? #PakCricket\n"]
[1153, "- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia\n"]
[1154, "60 followers NOW!  .....yesterday 62\n"]
[1155, "68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.\n"]
[1156, "- 8 DAYS TILL SCHOOL HOLIDAYS END\n"]
[1157, "- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy.\n"]
[1158, "a goodmorning back at cha @moovmnt\n"]
[1159, "a lot of hacks is garena server but the games there are fun\n"]
[1160, "a perfect weekend\n"]
[1161, "a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.\n"]
[1162, "\" adam ong\n"]
[1163, "adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]\n"]
[1164, "after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.\n"]
[1165, "\" After turning my fan club into a religion\n"]
[1166, "again..cause india is definitely out.. ==\n"]
[1167, "Ah well I'm having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*\n"]
[1168, "\"-- ahhh! No\n"]
[1169, "aint i supposed to be happy ...\n"]
[1170, "\" alas\n"]
[1171, "\" Alexa isn't feeling well. Daddy went and picked her up from Gram's house\n"]
[1172, "\" all done.\n"]
[1173, "all good things must come to an end.. bye bye Hamptons\n"]
[1174, "All i can say is DAM IT TO HELL!!!!!!!!!!!!\n"]
[1175, "all I have to say is sorry =\\ &amp;&amp; even though were still togther I feel so far apart...\n"]
[1176, "\" all smiles. im fairly hapy with what has happened yesterday\n"]
[1177, "- all the snow is gone... that didn't take long...\n"]
[1178, "all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL\n"]
[1179, "almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu\n"]
[1180, "almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin\n"]
[1181, "-- almost wishing i didnt volunteer to teach VBS this yr. i do need a break\n"]
[1182, "Alone and invisible\n"]
[1183, "aloneeeeeeeee\n"]
[1184, "\" also made a masterful roast dinner\n"]
[1185, "Alton towers with the school on Friday  although we need to leave at 5am\n"]
[1186, "am 200 updates in Twitter #stats\n"]
[1187, "am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.\n"]
[1188, "haha. Someone i don't even know made me laugh. ryan ross = win.\n"]
[1189, "hair looks dorky. Oh well.\n"]
[1190, "hand ball again by wynne.. Dc scores on penalty.. BS 3-3\n"]
[1191, "Hanging out with Steven Mohler on Sunday! ah :]\n"]
[1192, "hangover not good..\n"]
[1193, "happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog\n"]
[1194, "happy face.\n"]
[1195, "happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.\n"]
[1196, "happy that its sunny\n"]
[1197, "happy to see him\n"]
[1198, "happy with the way thing are goingg\n"]
[1199, "\" Happy\n"]
[1200, "happy. spending time with mum\n"]
[1201, "harsh shisha\n"]
[1202, "has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x\n"]
[1203, "- Has Just Got Up &amp;+ Is Listening To Good Charlotte\n"]
[1204, "- has obvisously just lost the game yet again...\n"]
[1205, "has something very special in mind &lt;333\n"]
[1206, "hate my life..hate coming home..\n"]
[1207, "hates the fact that she has to work instead of going dress shopping with my cousin!!!\n"]
[1208, "- hates waiting and equally hates job hunting!\n"]
[1209, "have a headache...\n"]
[1210, "Have a Nice Day!\n"]
[1211, "have a nice day... cause i will!\n"]
[1212, "Have sooo much to revbise I don't even get to go church. Boo to exams\n"]
[1213, "have to get up a 3:00am tomorrow\n"]
[1214, "have to take car to mechanic fml.  #talesfrmsurbs\n"]
[1215, "havent updated in forever\n"]
[1216, "havin a bad hair day ; an the weather is not helpin my mood at all !! ..\n"]
[1217, "havin fun my friend?\n"]
[1218, "- having a bad day !\n"]
[1219, "\" Having a terrible day\n"]
[1220, "having the biggest thought right now\n"]
[1221, "having to get tooth pulled - on the bright side problem solved\n"]
[1222, "- having to stay up and watch my sister throw up. she is so very hammered. and this is really not fun...  long night for me. hmmm.\n"]
[1223, "he didn't answer and his voicemail box is full.  Dammit.\n"]
[1224, "\"- Healthy Butcher\n"]
[1225, "Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3\n"]
[1226, "hee hee. your so weird. and i did NOT shiver.\n"]
[1227, "Heroes is losing it's momentum ): come on writers pick it up!!!\n"]
[1228, "\" Hey Terri! The game isn't too expensive\n"]
[1229, "hey...i'm back..if someone want to talk.. here i am.\n"]
[1230, "hiccuuppsss\n"]
[1231, "\" his gone for a month in the middle of winter... first day and im lost already... 1 down\n"]
[1232, "History Final Review..Still Not Done.\n"]
[1233, "hm.. Can I be the nut?\n"]
[1234, "hmm emotionless\n"]
[1235, "hmph...text me...\n"]
[1236, "Home finally.Making fettuccine and relaxing my sore feetsies!\n"]
[1237, "Home sweet home (: finally back XD\n"]
[1238, "homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ?\n"]
[1239, "another year older\n"]
[1240, "any comment on the latest star trek movie? is it nice?\n"]
[1241, "\" any day now\n"]
[1242, "Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!\n"]
[1243, "AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0\n"]
[1244, "-- Apparently I have to wait til June 5  I want some of Paolo's Candy nooooooooow\n"]
[1245, "apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8\n"]
[1246, "apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8\n"]
[1247, "Apple has delayed the release of OS3! http://bit.ly/2lwpll\n"]
[1248, "Apple store... BBL ~\n"]
[1249, "\" are selena gomez &amp; taylor lautner going out\n"]
[1250, "Are you going to be taking photographs tonight??? :O\n"]
[1251, "ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!\n"]
[1252, "\" at david eddings dieing\n"]
[1253, "AT LAST!! Successful deployment complete.  Soo.....what do I do now?\n"]
[1254, "At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection\n"]
[1255, "at tegus x 2 days only\n"]
[1256, "- at the apple store again today because Jonathan did not wake up early and now needs his phone.\n"]
[1257, "at the clouds and the threat of rain in Savusavu!\n"]
[1258, "at work until 4\n"]
[1259, "At work.. having a postive attitude!!\n"]
[1260, "Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s\n"]
[1261, "\" aw\n"]
[1262, "aw my loopt didn't upload the pic. I wanted 2 show u guys the art.\n"]
[1263, "awesome\n"]
[1264, "awesome day! soooooooooooooo happy &lt;3\n"]
[1265, "\" awesome! Man\n"]
[1266, "Awesome. &lt;3 TEDDY! &lt;3\n"]
[1267, "aww dont make me blush!\n"]
[1268, "aww i already did\n"]
[1269, "aww I just saw a decapitated baby dear on the side of the road that made me sad.\n"]
[1270, "awww i hope u can get it.\n"]
[1271, "awww man. This suckd\n"]
[1272, "Baby strampelt fast im Takt (New Soul - Yael Naim)\n"]
[1273, "back from native...\n"]
[1274, "\" back here\n"]
[1275, "back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9\n"]
[1276, "back to sch tmr\n"]
[1277, "Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess\n"]
[1278, "bad day\n"]
[1279, "bad day already\n"]
[1280, "bad headache\n"]
[1281, "bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.\n"]
[1282, "bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.\n"]
[1283, "\" bah\n"]
[1284, "bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.\n"]
[1285, "\" battery is low boooooooo in Palm Springs\n"]
[1286, "hope you all are having a good day/night.............. :-D\n"]
[1287, "hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.\n"]
[1288, "How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse\n"]
[1289, "how can someone hurt someone soo much ........aspecially to family!!!!\n"]
[1290, "how horrible  R.I.P Georgia Theater\n"]
[1291, "HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.\n"]
[1292, "how much longer is this going to go on?\n"]
[1293, "how much rain can we take?\n"]
[1294, "http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3\n"]
[1295, "http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.\n"]
[1296, "http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful.\n"]
[1297, "hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...\n"]
[1298, "i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.\n"]
[1299, "i agree @OasisStasis\n"]
[1300, "i am back\n"]
[1301, "\" I AM BORED\n"]
[1302, "i am crying you all a river...\n"]
[1303, "I am falling in love with Stockington - such a witty wise meow meow!! ^^\n"]
[1304, "i am musical today!\n"]
[1305, "I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.\n"]
[1306, "\" i am so sick of this. i have chest pains\n"]
[1307, "i am very happy today! and i don't why?\n"]
[1308, "I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.\n"]
